,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price,purch_count
40673,224804163,purchase,2014-07-29 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
38272,224804669,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
35356,224804669,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
35357,224804669,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,3
28824,224805175,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
30704,224805175,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
39963,224806693,purchase,2014-04-24 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
25839,224806693,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
28528,224807705,purchase,2014-07-31 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
45461,224807705,purchase,2014-10-22 00:00:00,Best Buy,,Retail,Dashboard + Monitor,502,2
26126,224808211,purchase,2014-02-03 00:00:00,online,,Dist Partners,Base Station,47,1
36283,224808211,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
38484,224809729,purchase,2014-07-03 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,1
43211,224809729,purchase,2014-07-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
38895,224809729,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,3
38896,224809729,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,4
43210,224809729,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,5
37262,224809729,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,6
41300,224809729,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,7
42420,224809729,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,8
26022,224810235,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
29533,224810235,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
36004,224810741,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
32074,224811247,purchase,2014-07-23 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
42257,224811753,purchase,2014-06-26 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
25757,224811753,purchase,2014-07-03 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
43364,224812259,purchase,2013-05-21 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
41023,224812259,purchase,2013-08-05 00:00:00,Amazon.com,,Retail,Base Station,47,2
36901,224812765,purchase,2014-02-06 00:00:00,other,,Retail,Status Indicator Md,295,1
32230,224812765,purchase,2014-06-24 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
37513,224813777,purchase,2014-03-13 00:00:00,Distrib A,,Dist Partners,Base Station,47,1
24735,224813777,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
34093,224814283,purchase,2014-07-02 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
31498,224814283,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
37245,224814789,purchase,2014-04-28 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
35823,224814789,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
36692,224814789,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
40049,224814789,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
35358,224814789,purchase,2014-09-08 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,5
35557,224814789,purchase,2014-10-03 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,6
24980,224815295,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
40021,224815801,purchase,2014-05-01 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
37186,224815801,purchase,2014-06-26 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
37113,224816307,purchase,2014-04-21 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
35599,224816307,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
36616,224816307,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
32704,224816307,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
33435,224816307,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,5
35936,224816307,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
35937,224816307,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,7
35938,224816307,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,8
35519,224816307,purchase,2014-08-26 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,9
33231,224816307,purchase,2014-10-20 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,10
36467,224816307,purchase,2014-10-20 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,11
25842,224816813,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
39195,224816813,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
28905,224817319,purchase,2014-04-29 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
29179,224817319,purchase,2014-07-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
31016,224817319,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
28277,224817825,purchase,2014-06-03 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
40716,224818837,purchase,2014-03-10 00:00:00,online,,Dist Partners,Base Station,47,1
25078,224818837,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
32985,224818837,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
32986,224818837,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
35001,224819849,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
43639,224819849,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
28402,224820355,purchase,2014-08-12 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
28403,224820355,purchase,2014-08-12 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,2
28404,224820355,purchase,2014-08-12 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,3
25933,224820861,purchase,2013-12-10 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,1
23951,224820861,purchase,2014-03-17 00:00:00,Computer Discounter,,Dist Partners,Launch Button,699,2
32763,224820861,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
35988,224820861,purchase,2014-05-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
40430,224821367,purchase,2013-11-18 00:00:00,Electronic Exp,,Dist Partners,Base Station,47,1
39217,224821367,purchase,2014-03-12 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Sm,203,2
43802,224822379,purchase,2013-12-05 00:00:00,Target,,Retail,Base Station,47,1
32520,224822885,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
34255,224822885,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
36349,224823391,purchase,2014-04-01 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
50769,224823391,purchase,2014-04-01 00:00:00,other,,Retail,Status Indicator Sm,203,2
40861,224823391,purchase,2014-06-24 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
32813,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
32814,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
36021,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
36022,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
36023,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
39284,224825921,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
33944,224825921,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,7
32291,224825921,purchase,2014-10-18 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,8
37057,224826427,purchase,2013-12-05 00:00:00,online,,Dist Partners,Base Station,47,1
32653,224826427,purchase,2014-02-19 00:00:00,online,,Dist Partners,Status Indicator Sm,203,2
29333,224826427,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
42280,224826933,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
29806,224827439,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
25193,224827439,purchase,2014-06-11 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
29805,224827439,purchase,2014-06-11 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
34266,224827945,purchase,2014-03-10 00:00:00,online,,Dist Partners,Base Station,47,1
35728,224828451,purchase,2014-05-15 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
36293,224828451,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
37493,224828451,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
46361,224828451,purchase,2014-10-28 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,4
45294,224828451,purchase,2014-11-04 00:00:00,Best Buy,,Retail,Launch Button,699,5
45510,224828451,purchase,2014-11-14 00:00:00,Best Buy,,Retail,Alarm,699,6
29683,224828957,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
30276,224828957,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
24001,224828957,purchase,2014-07-25 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,3
29908,224828957,purchase,2014-07-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
32307,224828957,purchase,2014-09-11 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,5
24768,224829463,purchase,2014-02-20 00:00:00,other,,Dist Partners,Status Indicator Lg,397,1
38039,224829463,purchase,2014-09-11 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
41299,224829969,purchase,2014-08-08 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
30159,224830475,purchase,2014-07-29 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
34726,224830981,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
41471,224831993,purchase,2014-07-30 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
31064,224832499,purchase,2014-05-08 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
29941,224832499,purchase,2014-07-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
31534,224833005,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
30927,224833511,purchase,2013-11-22 00:00:00,Best Buy,,Retail,Base Station,47,1
33601,224833511,purchase,2014-05-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
36832,224833511,purchase,2014-05-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
35066,224833511,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,4
26108,224834017,purchase,2014-06-26 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
25608,224834017,purchase,2014-07-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
40615,224834523,purchase,2014-03-10 00:00:00,online,,Dist Partners,Base Station,47,1
39444,224834523,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
39445,224834523,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
41665,224834523,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,4
39443,224834523,purchase,2014-05-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
30217,224835029,purchase,2013-09-27 00:00:00,other,,Online,Status Indicator Md,295,1
33498,224835029,purchase,2013-12-20 00:00:00,other,,Retail,Status Indicator Md,295,2
37993,224835029,purchase,2014-08-27 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,3
41655,224835029,purchase,2014-09-18 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,4
43622,224835029,purchase,2014-10-06 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,5
30196,224835535,purchase,2014-04-28 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
26026,224835535,purchase,2014-06-23 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
24689,224835535,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,3
24444,224835535,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,4
33461,224836041,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
37158,224836041,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
34934,224836547,purchase,2014-06-27 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
38233,224836547,purchase,2014-08-22 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,2
15154,224837053,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
40389,224837053,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
33173,224838065,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
31558,224838571,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
34765,224839583,purchase,2014-01-30 00:00:00,Cambridge,,Retail,Launch Button,699,1
37337,224839583,purchase,2014-02-13 00:00:00,Best Buy,,Retail,Base Station,47,2
37207,224841101,purchase,2014-07-25 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
33328,224841607,purchase,2014-08-20 00:00:00,online,code3,Online,Status Indicator Sm,203,1
38584,224842113,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
29213,224842619,purchase,2014-04-04 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
32573,224842619,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
29942,224842619,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
29943,224842619,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
30378,224842619,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,5
50954,224842619,purchase,2014-08-13 00:00:00,Southern,,Retail,Status Indicator Sm,203,6
34827,224843631,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
38523,224843631,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
37516,224843631,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
37462,224844137,purchase,2014-03-10 00:00:00,online,,Dist Partners,Base Station,47,1
24339,224844137,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
29695,224844137,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
29696,224844137,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
47009,224844137,purchase,2014-10-23 00:00:00,online,,Dist Partners,Status Indicator Md,295,5
39498,224844643,purchase,2014-06-23 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
40665,224844643,purchase,2014-06-23 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
38631,224845149,purchase,2014-08-11 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
25004,224845655,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
46586,224845655,purchase,2015-02-18 00:00:00,Apley,,Retail,Status Indicator Sm,203,2
45634,224845655,purchase,2015-03-11 00:00:00,Apley,,Retail,Dashboard,344,3
37150,224846667,purchase,2013-11-12 00:00:00,Best Buy,,Retail,Base Station,47,1
31428,224846667,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
32740,224846667,purchase,2014-08-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
32741,224846667,purchase,2014-08-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
28111,224847173,purchase,2014-03-14 00:00:00,Distrib C,,Retail,Launch Button,699,1
43538,224847173,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
28569,224847679,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
28708,224847679,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
46366,224847679,purchase,2014-10-10 00:00:00,Southern,,Retail,Status Indicator Sm,203,3
46367,224847679,purchase,2014-11-21 00:00:00,Southern,,Retail,Status Indicator Sm,203,4
43783,224848185,purchase,2014-02-12 00:00:00,other,,Dist Partners,Base Station,47,1
42560,224848185,purchase,2014-02-20 00:00:00,other,,Dist Partners,Status Indicator Sm,203,2
25617,224848691,purchase,2013-04-03 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Md,295,1
26127,224848691,purchase,2013-05-21 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,2
24729,224848691,purchase,2013-09-17 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Lg,397,3
25110,224848691,purchase,2014-01-16 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,4
31771,224849197,purchase,2014-07-30 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
28479,224849197,purchase,2014-08-22 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,2
50282,224849197,purchase,2014-10-23 00:00:00,other,code1,Dist Partners,Dashboard + Monitor,502,3
50283,224849197,purchase,2014-11-19 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
50285,224849197,purchase,2015-01-27 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
34997,224850209,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
41806,224850209,purchase,2014-07-28 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
35596,224851727,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
34648,224853245,purchase,2014-03-06 00:00:00,other,,,Base Station,47,1
29157,224853751,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
41447,224853751,purchase,2014-11-21 00:00:00,Best Buy,,Retail,Launch Button,699,2
35919,224856787,purchase,2013-10-15 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
46490,224856787,purchase,2014-11-14 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,2
24896,224857293,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
24897,224857293,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
38227,224857293,purchase,2014-05-26 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,3
42646,224857799,purchase,2013-11-13 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,1
33674,224858305,purchase,2014-07-22 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,1
33675,224858305,purchase,2014-07-22 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
34267,224858305,purchase,2014-08-11 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
37482,224859317,purchase,2014-01-21 00:00:00,Target,,Retail,Base Station,47,1
35724,224859317,purchase,2014-02-04 00:00:00,Target,,Retail,Status Indicator Lg,397,2
29137,224859823,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
38486,224860329,purchase,2014-05-16 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,1
36714,224860329,purchase,2014-08-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
40068,224860329,purchase,2014-08-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
40069,224860329,purchase,2014-08-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
24749,224860835,purchase,2013-12-16 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
33959,224860835,purchase,2014-02-27 00:00:00,other,,Dist Partners,Base Station,47,2
30526,224861847,purchase,2014-05-27 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
30057,224861847,purchase,2014-06-24 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
28295,224861847,purchase,2014-09-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,3
25404,224862353,purchase,2014-01-16 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Md,295,1
24351,224862859,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,1
25187,224862859,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
26231,224862859,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
32212,224863365,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
32491,224863365,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
34198,224863365,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
34174,224863871,purchase,2014-07-31 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
31518,224863871,purchase,2014-08-22 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
28480,224864377,purchase,2014-08-28 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
32178,224864377,purchase,2014-08-28 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,2
28228,224864883,purchase,2014-08-07 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
24085,224865895,purchase,2014-08-31 00:00:00,online,code1,Online,Launch Button,699,1
25714,224865895,purchase,2014-08-31 00:00:00,online,code3,Online,Status Indicator Md,295,2
25715,224865895,purchase,2014-08-31 00:00:00,online,code1,Online,Status Indicator Md,295,3
31070,224865895,purchase,2014-08-31 00:00:00,online,code1,Online,Base Station,47,4
34315,224868931,purchase,2014-07-21 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
46820,224868931,purchase,2014-10-23 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
30905,224869437,purchase,2014-07-25 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
25079,224869437,purchase,2014-08-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
32263,224869437,purchase,2014-11-27 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,3
38506,224869943,purchase,2014-03-31 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,1
39499,224869943,purchase,2014-06-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
29671,224869943,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
38048,224869943,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,4
38937,224869943,purchase,2014-07-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,5
38646,224870449,purchase,2014-08-06 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
36123,224870449,purchase,2014-08-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
32100,224871461,purchase,2014-06-24 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
36025,224871461,purchase,2014-07-17 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
32817,224871461,purchase,2014-08-08 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
31398,224871967,purchase,2014-05-15 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
31963,224871967,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
29387,224871967,purchase,2014-07-03 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
29334,224871967,purchase,2014-07-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
30527,224871967,purchase,2014-08-08 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,5
28353,224871967,purchase,2014-08-26 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,6
41775,224872473,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
29694,224874497,purchase,2014-07-14 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,1
30914,224874497,purchase,2014-07-14 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
41672,224875003,purchase,2013-11-14 00:00:00,Distrib B,,Dist Partners,Alarm,699,1
41317,224875003,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
42471,224875003,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
45972,224875003,purchase,2014-06-06 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
38279,224875509,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,1
41518,224875509,purchase,2014-08-04 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502,2
43632,224875509,purchase,2014-08-18 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,3
41801,224875509,purchase,2014-08-19 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,4
