,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
45503,226213879,purchase,2014-10-27,other,,Dist Partners,Alarm,699
45833,226213879,purchase,2014-10-27,other,,Dist Partners,Status Indicator Lg,397
47217,226213879,purchase,2014-10-27,other,,Dist Partners,Base Station,47
46798,226214385,purchase,2014-09-19,other,,Retail,Status Indicator Sm,203
46799,226214385,purchase,2014-09-19,other,,Retail,Status Indicator Sm,203
46265,226214891,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46266,226214891,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46627,226214891,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46628,226214891,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46262,226214891,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
46263,226214891,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
47211,226214891,purchase,2014-11-18,online,,Dist Partners,Base Station,47
45822,226214891,purchase,2014-11-20,online,,Dist Partners,Status Indicator Lg,397
45823,226214891,purchase,2014-11-20,online,,Dist Partners,Status Indicator Lg,397
45824,226214891,purchase,2014-11-20,online,,Dist Partners,Status Indicator Lg,397
45825,226214891,purchase,2014-11-20,online,,Dist Partners,Status Indicator Lg,397
45280,226214891,purchase,2014-12-02,online,,Dist Partners,Launch Button,699
47218,226215397,purchase,2014-10-23,Distrib A,,Dist Partners,Base Station,47
46303,226215397,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
46305,226215397,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
41455,226215903,purchase,2014-12-05,online,code1,Online,Launch Button,699
47060,226216409,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Md,295
45613,226216915,purchase,2014-11-12,other,,Retail,Dashboard,344
45432,226216915,purchase,2014-12-10,other,,Dist Partners,Dashboard + Monitor,502
45612,226216915,purchase,2014-12-10,other,,Dist Partners,Dashboard,344
47234,226216915,purchase,2014-12-10,other,,Dist Partners,Base Station,47
46704,226218433,purchase,2014-09-19,other,,Retail,Status Indicator Sm,203
46705,226218433,purchase,2014-09-19,other,,Retail,Status Indicator Sm,203
43464,226220963,purchase,2014-12-01,Best Buy,,Retail,Status Indicator Md,295
46264,226221975,purchase,2014-10-10,DSG,,Retail,Status Indicator Sm,203
47219,226222481,purchase,2014-12-01,other,,Dist Partners,Base Station,47
45286,226222481,purchase,2015-01-12,other,,Dist Partners,Launch Button,699
45834,226222481,purchase,2015-01-12,other,,Dist Partners,Status Indicator Lg,397
41456,226223493,purchase,2014-11-04,Electronic Exp,,Dist Partners,Launch Button,699
41739,226223493,purchase,2014-11-04,Electronic Exp,,Dist Partners,Alarm,699
43092,226223493,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
43093,226223493,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
43926,226223493,purchase,2014-11-18,Electronic Exp,,Dist Partners,Base Station,47
45390,226223999,purchase,2014-07-10,Cambridge,,Retail,Launch Button,699
45391,226223999,purchase,2014-07-10,Cambridge,,Retail,Launch Button,699
50373,226223999,purchase,2014-10-22,Best Buy,,Retail,Alarm,699
45754,226223999,purchase,2014-10-28,Best Buy,,Retail,Signal Amplifier,98
45555,226223999,purchase,2014-11-04,Best Buy,,Retail,Alarm,699
45349,226224505,purchase,2014-12-08,Southern,,Retail,Launch Button,699
47124,226225011,purchase,2014-10-28,Target,,Retail,Status Indicator Md,295
46801,226225517,purchase,2014-09-15,other,,Retail,Status Indicator Sm,203
46802,226225517,purchase,2014-09-15,other,,Retail,Status Indicator Sm,203
50729,226226023,purchase,2014-09-15,other,,Retail,Status Indicator Sm,203
50403,226226023,purchase,2014-10-07,Distrib B,,Dist Partners,Dashboard,344
51061,226226529,purchase,2014-05-15,Best Buy,,Retail,Status Indicator Md,295
50795,226226529,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50457,226227035,purchase,2014-10-28,Best Buy,,Retail,Signal Amplifier,98
51030,226227035,purchase,2014-11-04,Best Buy,,Retail,Status Indicator Md,295
46491,226228047,purchase,2014-07-14,Amazon.com,,Retail,Status Indicator Sm,203
45848,226228553,purchase,2014-09-23,Target,,Retail,Status Indicator Lg,397
46370,226228553,purchase,2014-10-22,Target,,Retail,Status Indicator Sm,203
46989,226228553,purchase,2014-10-28,Target,,Retail,Status Indicator Md,295
50648,226230071,purchase,2014-12-04,other,,Retail,Status Indicator Sm,203
50839,226231083,purchase,2014-10-09,other,,Retail,Status Indicator Sm,203
45392,226231083,purchase,2014-12-15,other,,Retail,Launch Button,699
47247,226232095,purchase,2014-04-02,online,,Dist Partners,Base Station,47
46147,226233613,purchase,2014-10-07,other,,Dist Partners,Status Indicator Sm,203
46148,226233613,purchase,2014-10-07,other,,Dist Partners,Status Indicator Sm,203
45269,226233613,purchase,2014-11-05,other,,Dist Partners,Launch Button,699
45684,226233613,purchase,2014-11-10,other,,Dist Partners,Signal Amplifier,98
50498,226233613,purchase,2015-03-28,other,,Online,Status Indicator Lg,397
45954,226234119,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Lg,397
45953,226234119,purchase,2014-12-01,Best Buy,,Retail,Status Indicator Lg,397
47010,226234625,purchase,2014-12-11,other,,Dist Partners,Status Indicator Md,295
47235,226234625,purchase,2014-12-11,other,,Dist Partners,Base Station,47
43468,226235131,purchase,2014-12-01,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
46149,226235637,purchase,2014-10-02,Best Buy,,Retail,Status Indicator Sm,203
45685,226235637,purchase,2014-12-01,Best Buy,,Retail,Signal Amplifier,98
46937,226235637,purchase,2014-12-01,Best Buy,,Retail,Status Indicator Md,295
46150,226236649,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46151,226236649,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
50651,226237155,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
50653,226237155,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46319,226237661,purchase,2014-10-10,Computer Discounter,,Dist Partners,Status Indicator Sm,203
45424,226237661,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
45600,226237661,purchase,2014-10-30,Computer Discounter,,Dist Partners,Dashboard,344
50727,226238167,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
51140,226238673,purchase,2014-06-23,Distrib B,,Dist Partners,Base Station,47
50800,226238673,purchase,2014-11-01,Distrib B,,Dist Partners,Status Indicator Sm,203
50796,226238673,purchase,2014-12-23,Distrib B,,Dist Partners,Status Indicator Sm,203
47275,226239179,purchase,2014-09-29,other,,Dist Partners,Base Station,47
47136,226239179,purchase,2015-01-03,other,,Dist Partners,Status Indicator Md,295
47137,226239179,purchase,2015-01-03,other,,Dist Partners,Status Indicator Md,295
50652,226239685,purchase,2014-10-10,DSG,,Retail,Status Indicator Sm,203
50728,226240697,purchase,2014-10-09,other,,Retail,Status Indicator Sm,203
50188,226241203,purchase,2014-12-16,online,code2,Online,Launch Button,699
46152,226241203,purchase,2014-12-20,online,code2,Online,Status Indicator Sm,203
50611,226241203,purchase,2015-01-24,online,code3,Online,Status Indicator Sm,203
45299,226241709,purchase,2015-01-13,online,,Online,Launch Button,699
46494,226242215,purchase,2014-11-12,Target,,Retail,Status Indicator Sm,203
50825,226244239,purchase,2015-01-16,other,,Online,Status Indicator Sm,203
50787,226245757,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46270,226246769,purchase,2014-11-27,other,,Retail,Status Indicator Sm,203
47256,226247275,purchase,2014-12-09,Amazon.com,,Retail,Base Station,47
47090,226247275,purchase,2014-12-30,Amazon.com,,Retail,Status Indicator Md,295
45912,226247275,purchase,2015-01-06,Amazon.com,,Retail,Status Indicator Lg,397
50412,226248287,purchase,2015-01-13,online,code1,Online,Dashboard,344
50413,226248287,purchase,2015-01-13,online,code3,Online,Dashboard,344
46153,226248793,purchase,2014-12-23,other,,Dist Partners,Status Indicator Sm,203
46306,226249805,purchase,2014-10-27,other,,Dist Partners,Status Indicator Sm,203
47239,226250311,purchase,2014-09-01,other,,Retail,Base Station,47
45320,226250311,purchase,2014-12-19,other,,Retail,Launch Button,699
45869,226250311,purchase,2015-01-14,other,,Retail,Status Indicator Lg,397
46503,226250311,purchase,2015-01-14,other,,Retail,Status Indicator Sm,203
47240,226250817,purchase,2014-04-02,online,,Dist Partners,Base Station,47
46594,226250817,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46497,226250817,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
50799,226251829,purchase,2014-12-24,other,,Dist Partners,Status Indicator Sm,203
43927,226252335,purchase,2014-07-07,other,,Dist Partners,Base Station,47
41457,226252335,purchase,2014-11-12,other,,Dist Partners,Launch Button,699
41740,226252335,purchase,2014-12-05,other,,Dist Partners,Alarm,699
51031,226253347,purchase,2014-08-29,Southern,,Retail,Status Indicator Md,295
51032,226253347,purchase,2014-12-09,Southern,,Retail,Status Indicator Md,295
45369,226254865,purchase,2015-01-05,other,,Dist Partners,Launch Button,699
45738,226254865,purchase,2015-01-05,other,,Dist Partners,Signal Amplifier,98
51003,226255371,purchase,2014-12-30,Amazon.com,,Retail,Status Indicator Md,295
45370,226256383,purchase,2015-01-13,other,,Dist Partners,Launch Button,699
45455,226256383,purchase,2015-01-13,other,,Dist Partners,Dashboard + Monitor,502
45456,226256383,purchase,2015-01-13,other,,Dist Partners,Dashboard + Monitor,502
45457,226256383,purchase,2015-01-13,other,,Dist Partners,Dashboard + Monitor,502
45458,226256383,purchase,2015-01-13,other,,Dist Partners,Dashboard + Monitor,502
45541,226256383,purchase,2015-01-13,other,,Dist Partners,Alarm,699
45739,226256383,purchase,2015-01-13,other,,Dist Partners,Signal Amplifier,98
45656,226256889,purchase,2014-11-18,Electronic Exp,,Dist Partners,Dashboard,344
50974,226257395,purchase,2014-07-18,Best Buy,,Retail,Status Indicator Md,295
50801,226257901,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
50506,226258913,purchase,2014-10-10,DSG,,Retail,Status Indicator Lg,397
50509,226258913,purchase,2014-10-10,DSG,,Retail,Status Indicator Lg,397
45835,226259419,purchase,2014-11-06,online,,Dist Partners,Status Indicator Lg,397
45698,226259419,purchase,2014-11-10,online,,Dist Partners,Signal Amplifier,98
45621,226261443,purchase,2014-10-28,Best Buy,,Retail,Dashboard,344
45730,226261949,purchase,2014-10-02,other,,Dist Partners,Signal Amplifier,98
45446,226261949,purchase,2014-12-15,other,,Dist Partners,Dashboard + Monitor,502
47095,226262455,purchase,2014-09-26,online,,Dist Partners,Status Indicator Md,295
47096,226262455,purchase,2014-09-26,online,,Dist Partners,Status Indicator Md,295
46707,226262455,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
46708,226262455,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
41458,226262961,purchase,2014-09-22,Electronic Exp,,Dist Partners,Launch Button,699
41741,226262961,purchase,2014-09-22,Electronic Exp,,Dist Partners,Alarm,699
42231,226262961,purchase,2014-11-04,Electronic Exp,,Dist Partners,Status Indicator Lg,397
41950,226262961,purchase,2014-11-07,Electronic Exp,,Dist Partners,Signal Amplifier,98
42229,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
42230,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
42232,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
42233,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
42234,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
42235,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Lg,397
43094,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
43095,226262961,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
50236,226263467,purchase,2015-01-15,other,,Dist Partners,Launch Button,699
50565,226263973,purchase,2014-10-29,other,,Retail,Status Indicator Lg,397
51141,226263973,purchase,2014-12-10,DSG,,Retail,Base Station,47
51120,226265491,purchase,2014-07-07,other,,Retail,Base Station,47
50189,226265491,purchase,2014-09-19,other,,Retail,Launch Button,699
50334,226265491,purchase,2014-09-19,other,,Retail,Alarm,699
50466,226266503,purchase,2014-10-22,Best Buy,,Retail,Signal Amplifier,98
50789,226266503,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50888,226266503,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50889,226266503,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50890,226266503,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Sm,203
50237,226267009,purchase,2014-09-29,Amazon.com,,Retail,Launch Button,699
50566,226268021,purchase,2014-10-20,Amazon.com,,Retail,Status Indicator Lg,397
45440,226268527,purchase,2014-09-05,Best Buy,,Retail,Dashboard + Monitor,502
41951,226268527,purchase,2014-10-10,Best Buy,,Retail,Signal Amplifier,98
43099,226268527,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Sm,203
41742,226268527,purchase,2014-10-22,Best Buy,,Retail,Alarm,699
43097,226268527,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
43098,226268527,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Sm,203
43466,226268527,purchase,2014-12-01,Best Buy,,Retail,Status Indicator Md,295
43467,226268527,purchase,2014-12-01,Best Buy,,Retail,Status Indicator Md,295
41459,226268527,purchase,2014-12-08,Best Buy,,Retail,Launch Button,699
50672,226270045,purchase,2014-11-21,Southern,,Retail,Status Indicator Sm,203
50587,226270551,purchase,2014-11-13,Apley,,Retail,Status Indicator Lg,397
50270,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
50271,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
50272,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
50273,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
50274,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
50275,226271057,purchase,2014-10-07,other,,Dist Partners,Dashboard + Monitor,502
42236,226272069,purchase,2014-10-10,DSG,,Retail,Status Indicator Lg,397
43465,226272575,purchase,2014-10-28,other,,Retail,Status Indicator Md,295
45867,226273081,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Lg,397
47021,226273081,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Md,295
45622,226273081,purchase,2014-10-17,Best Buy,,Retail,Dashboard,344
45717,226273081,purchase,2014-12-01,Best Buy,,Retail,Signal Amplifier,98
51153,226273587,purchase,2014-10-21,other,,Retail,Base Station,47
50893,226273587,purchase,2014-12-30,other,,Retail,Status Indicator Sm,203
50894,226273587,purchase,2014-12-30,other,,Retail,Status Indicator Sm,203
50896,226273587,purchase,2014-12-30,other,,Retail,Status Indicator Sm,203
50897,226273587,purchase,2014-12-30,other,,Retail,Status Indicator Sm,203
50249,226273587,purchase,2015-01-05,other,,Retail,Launch Button,699
46271,226274093,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
46624,226274093,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
47065,226274599,purchase,2014-08-21,Electronic Exp,,Dist Partners,Status Indicator Md,295
47248,226274599,purchase,2014-08-21,Electronic Exp,,Dist Partners,Base Station,47
46649,226274599,purchase,2014-11-04,Electronic Exp,,Dist Partners,Status Indicator Sm,203
47069,226274599,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Md,295
50238,226275105,purchase,2014-11-18,other,,Retail,Launch Button,699
45313,226275611,purchase,2014-11-18,Electronic Exp,,Dist Partners,Launch Button,699
46449,226275611,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
46450,226275611,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
45520,226275611,purchase,2014-12-22,Electronic Exp,,Dist Partners,Alarm,699
51107,226276117,purchase,2014-07-18,Best Buy,,Retail,Status Indicator Md,295
50487,226276117,purchase,2014-10-28,Best Buy,,Retail,Signal Amplifier,98
51106,226276117,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Md,295
45640,226276623,purchase,2014-04-11,other,,Dist Partners,Dashboard,344
45894,226276623,purchase,2014-04-11,other,,Dist Partners,Status Indicator Lg,397
47066,226276623,purchase,2014-04-11,other,,Dist Partners,Status Indicator Md,295
50731,226277129,purchase,2014-09-19,Best Buy,,Retail,Status Indicator Sm,203
50673,226277635,purchase,2014-09-22,Electronic Exp,,Dist Partners,Status Indicator Sm,203
51009,226277635,purchase,2014-11-04,Electronic Exp,,Dist Partners,Status Indicator Md,295
51125,226277635,purchase,2014-11-04,Electronic Exp,,Dist Partners,Base Station,47
46969,226278647,purchase,2014-05-14,other,,Dist Partners,Status Indicator Md,295
47212,226278647,purchase,2014-07-08,other,,Dist Partners,Base Station,47
45740,226279659,purchase,2014-09-11,Best Buy,,Retail,Signal Amplifier,98
45913,226279659,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Lg,397
46709,226279659,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
45895,226281683,purchase,2014-10-30,Computer Discounter,,Dist Partners,Status Indicator Lg,397
46650,226282189,purchase,2014-10-10,DSG,,Retail,Status Indicator Sm,203
47067,226282189,purchase,2014-10-10,DSG,,Retail,Status Indicator Md,295
50588,226282695,purchase,2014-10-10,Thayer,,Dist Partners,Status Indicator Lg,397
46617,226283201,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
50716,226283707,purchase,2014-04-02,online,,Dist Partners,Status Indicator Sm,203
50717,226283707,purchase,2014-04-02,online,,Dist Partners,Status Indicator Sm,203
50718,226283707,purchase,2014-04-02,online,,Dist Partners,Status Indicator Sm,203
50895,226284213,purchase,2014-11-18,other,,Retail,Status Indicator Sm,203
50536,226285225,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Lg,397
50295,226285731,purchase,2014-12-15,online,code2,Online,Dashboard + Monitor,502
50732,226285731,purchase,2014-12-15,online,code3,Online,Status Indicator Sm,203
50733,226285731,purchase,2014-12-15,online,code1,Online,Status Indicator Sm,203
50734,226285731,purchase,2014-12-15,online,code1,Online,Status Indicator Sm,203
50284,226286743,purchase,2014-05-09,other,,Retail,Dashboard + Monitor,502
46308,226288261,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
46309,226288261,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
46629,226289273,purchase,2014-10-23,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
51121,226289779,purchase,2014-10-23,Distrib A,,Dist Partners,Base Station,47
50998,226289779,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Md,295
50656,226289779,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
50657,226289779,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
50508,226289779,purchase,2014-11-14,Distrib A,,Dist Partners,Status Indicator Lg,397
51108,226290791,purchase,2014-04-03,Best Buy,,Retail,Status Indicator Md,295
51109,226290791,purchase,2014-04-03,Best Buy,,Retail,Status Indicator Md,295
50489,226290791,purchase,2014-09-11,Best Buy,,Retail,Signal Amplifier,98
50377,226290791,purchase,2014-10-28,Best Buy,,Retail,Alarm,699
50263,226290791,purchase,2014-11-21,Best Buy,,Retail,Launch Button,699
45741,226292309,purchase,2014-12-30,online,code3,Online,Signal Amplifier,98
46620,226292815,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
50468,226293827,purchase,2014-11-10,other,,Retail,Signal Amplifier,98
50231,226293827,purchase,2014-11-17,other,,Retail,Launch Button,699
50359,226293827,purchase,2014-11-17,other,,Retail,Alarm,699
50803,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Sm,203
50804,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Sm,203
50805,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Sm,203
50806,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Sm,203
51062,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
51063,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
51064,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
51065,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
51066,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
51067,226293827,purchase,2014-11-17,other,,Retail,Status Indicator Md,295
42238,226294333,purchase,2014-12-31,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
46310,226294839,purchase,2014-12-24,other,,Dist Partners,Status Indicator Sm,203
47220,226294839,purchase,2014-12-24,other,,Dist Partners,Base Station,47
50309,226295851,purchase,2014-12-08,other,,Dist Partners,Dashboard + Monitor,502
50719,226297369,purchase,2014-07-25,DSG,,Retail,Status Indicator Sm,203
45434,226297875,purchase,2014-12-02,other,,Dist Partners,Dashboard + Monitor,502
45435,226297875,purchase,2014-12-02,other,,Dist Partners,Dashboard + Monitor,502
45623,226297875,purchase,2014-12-02,other,,Dist Partners,Dashboard,344
45436,226297875,purchase,2014-12-23,other,,Dist Partners,Dashboard + Monitor,502
45437,226297875,purchase,2014-12-23,other,,Dist Partners,Dashboard + Monitor,502
45438,226297875,purchase,2014-12-23,other,,Dist Partners,Dashboard + Monitor,502
45439,226297875,purchase,2014-12-23,other,,Dist Partners,Dashboard + Monitor,502
41462,226299393,purchase,2014-12-11,other,,Retail,Launch Button,699
45544,226299899,purchase,2014-04-02,online,,Dist Partners,Alarm,699
46712,226299899,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
45371,226299899,purchase,2014-12-08,online,,Dist Partners,Launch Button,699
50219,226300911,purchase,2015-01-26,other,code1,Online,Launch Button,699
50352,226300911,purchase,2015-01-26,other,code3,Online,Alarm,699
51037,226300911,purchase,2015-01-26,other,code3,Online,Status Indicator Md,295
51038,226300911,purchase,2015-01-26,other,code2,Online,Status Indicator Md,295
51132,226300911,purchase,2015-01-26,other,code3,Online,Base Station,47
50533,226301923,purchase,2014-12-05,online,,Dist Partners,Status Indicator Lg,397
50598,226302429,purchase,2014-10-09,other,,Dist Partners,Status Indicator Sm,203
45859,226302935,purchase,2015-01-07,other,,Retail,Status Indicator Lg,397
50658,226303441,purchase,2014-10-13,other,,Retail,Status Indicator Sm,203
50943,226304453,purchase,2015-01-22,other,,Dist Partners,Status Indicator Sm,203
46651,226304959,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Sm,203
51094,226305465,purchase,2014-10-23,Target,,Retail,Status Indicator Md,295
50537,226305971,purchase,2014-07-23,other,,Dist Partners,Status Indicator Lg,397
50737,226306477,purchase,2014-11-05,Apley,,Retail,Status Indicator Sm,203
46652,226306983,purchase,2014-11-14,Distrib A,,Dist Partners,Status Indicator Sm,203
45449,226307489,purchase,2014-09-18,other,,Dist Partners,Dashboard + Monitor,502
45450,226307489,purchase,2014-09-18,other,,Dist Partners,Dashboard + Monitor,502
45732,226307489,purchase,2014-10-24,other,,Dist Partners,Signal Amplifier,98
50975,226307995,purchase,2014-09-19,other,,Retail,Status Indicator Md,295
46653,226308501,purchase,2014-07-14,Southern,,Retail,Status Indicator Sm,203
50414,226309007,purchase,2015-01-09,other,,Dist Partners,Dashboard,344
50807,226309007,purchase,2015-01-22,other,,Dist Partners,Status Indicator Sm,203
50830,226309513,purchase,2014-12-29,other,,Retail,Status Indicator Sm,203
50458,226310019,purchase,2014-12-31,other,,Retail,Signal Amplifier,98
50721,226310019,purchase,2014-12-31,other,,Retail,Status Indicator Sm,203
50722,226310019,purchase,2014-12-31,other,,Retail,Status Indicator Sm,203
50723,226310019,purchase,2014-12-31,other,,Retail,Status Indicator Sm,203
50218,226310019,purchase,2015-01-02,other,,Retail,Launch Button,699
46621,226310525,purchase,2014-10-10,Southern,,Retail,Status Indicator Sm,203
50250,226312043,purchase,2014-11-04,Best Buy,,Retail,Launch Button,699
50220,226312549,purchase,2014-11-13,Distrib C,,Retail,Launch Button,699
50835,226313055,purchase,2014-10-01,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
51144,226313055,purchase,2015-01-25,other,code1,Online,Base Station,47
50832,226314067,purchase,2015-01-12,other,,Retail,Status Indicator Sm,203
50833,226314067,purchase,2015-01-12,other,,Retail,Status Indicator Sm,203
43106,226314573,purchase,2014-10-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
46521,226314573,purchase,2014-10-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
51069,226315585,purchase,2014-10-17,other,,Retail,Status Indicator Md,295
51070,226315585,purchase,2015-01-05,other,,Retail,Status Indicator Md,295
50427,226316091,purchase,2014-11-18,other,,Dist Partners,Dashboard,344
50439,226316597,purchase,2014-12-19,other,,Dist Partners,Dashboard,344
50251,226317609,purchase,2015-01-05,other,,Dist Partners,Launch Button,699
50401,226318621,purchase,2014-11-01,Distrib B,,Dist Partners,Dashboard,344
50580,226318621,purchase,2014-11-01,other,,Retail,Status Indicator Lg,397
50281,226319127,purchase,2014-08-13,other,code3,Other,Dashboard + Monitor,502
47054,226319127,purchase,2014-12-01,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
50343,226319127,purchase,2014-12-01,other,code3,Other,Alarm,699
51006,226319127,purchase,2014-12-01,other,code2,Other,Status Indicator Md,295
45288,226320139,purchase,2014-06-10,other,,Dist Partners,Launch Button,699
45289,226320139,purchase,2014-06-13,other,,Dist Partners,Launch Button,699
45426,226320139,purchase,2014-09-22,other,,Dist Partners,Dashboard + Monitor,502
45427,226320139,purchase,2014-09-22,other,,Dist Partners,Dashboard + Monitor,502
45428,226320139,purchase,2014-11-19,other,,Dist Partners,Dashboard + Monitor,502
45429,226320139,purchase,2014-11-19,other,,Dist Partners,Dashboard + Monitor,502
45505,226320139,purchase,2014-11-19,other,,Dist Partners,Alarm,699
45506,226320139,purchase,2014-11-19,other,,Dist Partners,Alarm,699
51115,226320645,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Md,295
51116,226320645,purchase,2014-10-10,Best Buy,,Retail,Status Indicator Md,295
50265,226320645,purchase,2014-11-04,Best Buy,,Retail,Launch Button,699
50494,226320645,purchase,2014-11-14,Best Buy,,Retail,Signal Amplifier,98
50948,226321657,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50949,226321657,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
50378,226321657,purchase,2014-11-04,Best Buy,,Retail,Alarm,699
50490,226321657,purchase,2014-11-14,Best Buy,,Retail,Signal Amplifier,98
50724,226322163,purchase,2014-12-05,other,,Retail,Status Indicator Sm,203
51034,226322163,purchase,2015-01-05,other,,Retail,Status Indicator Md,295
51111,226323175,purchase,2014-06-18,Computer Discounter,,Dist Partners,Status Indicator Md,295
46514,226323681,purchase,2014-09-26,online,,Dist Partners,Status Indicator Sm,203
46513,226323681,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
45718,226323681,purchase,2014-11-10,online,,Dist Partners,Signal Amplifier,98
50976,226324693,purchase,2014-08-11,other,,Retail,Status Indicator Md,295
50836,226325199,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
50610,226325705,purchase,2014-10-23,online,,Dist Partners,Status Indicator Sm,203
50837,226326211,purchase,2015-01-22,online,code1,Online,Status Indicator Sm,203
51145,226326211,purchase,2015-01-22,online,code3,Online,Base Station,47
51156,226326717,purchase,2014-10-23,Distrib A,,Dist Partners,Base Station,47
